Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,JP,PE,,6,,live,Number of specimens,T,D
2020,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,BD,NL,,,58,live,,T,C
2020,I,Pachypodium ambongense,,Gentianales,Apocynaceae,Pachypodium,JP,TH,,34,100,live,Number of specimens,T,D
2020,I,Pachypodium baronii,,Gentianales,Apocynaceae,Pachypodium,JP,TW,,8,,live,Number of specimens,T,A
2020,I,Pachypodium decaryi,,Gentianales,Apocynaceae,Pachypodium,CH,DE,,2,,live,Number of specimens,T,A
2020,I,Pachypodium decaryi,,Gentianales,Apocynaceae,Pachypodium,CH,DE,,,2,live,,T,D
2020,I,Pachypodium windsorii,,Gentianales,Apocynaceae,Pachypodium,JP,TH,,289,290,live,Number of specimens,T,A
2020,I,Pachypodium windsorii,,Gentianales,Apocynaceae,Pachypodium,JP,TW,,100,,live,Number of specimens,T,A
2020,I,Pachypodium windsorii,,Gentianales,Apocynaceae,Pachypodium,KR,TH,,,3,live,Number of specimens,T,A
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,CH,IT,,4,,live,Number of specimens,T,A
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,CH,IT,,,5,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,CH,NL,,41,,live,Number of specimens,T,A
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,JP,NL,CL,88,,live,Number of specimens,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,JP,NL,CL,,88,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,KR,NL,,2000,,live,Number of specimens,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,KR,NL,,,2000,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,NL,CL,,,69000,live,Number of specimens,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,NL,CL,,84000,,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,RU,IT,,,10,live,,T,D
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,900,meat,kg,T,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IS,NO,,,1224,meat,kg,T,W
2020,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,,202286.9,415260,meat,kg,T,W
2020,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,IS,,,1235000,meat,kg,T,W
2020,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,CH,DE,AT,2,,live,Number of specimens,T,C
2020,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,CH,DE,,,2,live,,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,CH,DE,AT,1,,live,Number of specimens,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,CH,DE,,,1,live,,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,DE,CH,,,4,live,Number of specimens,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,GB,CH,,,1,live,Number of specimens,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,US,DE,,10,,live,Number of specimens,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,US,DE,,,10,live,,T,C
2020,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,PK,AE,,4,,live,,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,MX,US,,,6,live,Number of specimens,T,I
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,OM,AE,,,9,live,Number of specimens,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,OM,AE,,5,,live,,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,AE,,4,,live,,T,C
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,CY,AE,XX,2,,live,,T,W
2020,I,Cacatua hybrid,Aves,Psittaciformes,Cacatuidae,Cacatua,BD,PT,AT,,1,live,,T,C
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,BD,ZA,,,3,live,,T,C
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,SG,,1,,live,Number of specimens,T,D
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,KW,LB,ZA,,5,live,,T,
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,QA,BE,NL,1,,live,Number of specimens,T,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,AT,AT,,2,live,,T,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,AT,,2,,live,Number of specimens,T,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,BD,ZA,,,1,live,,T,D
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,LB,ZA,,,12,live,,T,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,TW,SG,,,1,live,Number of specimens,T,D
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,CZ,LK,,,4,live,Number of specimens,T,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,DE,PH,,7,1,live,,T,C
2020,I,Ariocarpus spp.,,Caryophyllales,Cactaceae,Ariocarpus,KP,JP,,,260,live,Number of specimens,T,D
2020,I,Ariocarpus spp.,,Caryophyllales,Cactaceae,Ariocarpus,KR,JP,,60,,live,Number of specimens,T,D
2020,I,Ariocarpus spp.,,Caryophyllales,Cactaceae,Ariocarpus,SG,TH,,,10,live,Number of specimens,T,D
2020,I,Ariocarpus spp.,,Caryophyllales,Cactaceae,Ariocarpus,US,TH,,,2,live,Number of specimens,T,D
2020,I,Ariocarpus bravoanus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,2,live,,T,D
2020,I,Ariocarpus bravoanus,,Caryophyllales,Cactaceae,Ariocarpus,US,DE,,,1,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,3,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CH,TH,,1,,live,Number of specimens,T,A
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CH,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CN,IT,,,13,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,HK,CZ,,,1,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,HU,SG,TH,,10,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,ID,TH,,,31,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,KR,US,,10,,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,MX,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,SG,TH,,,272,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,TW,TH,,,2,live,Number of specimens,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,US,DE,,,1,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,US,TH,,,98,live,Number of specimens,T,D
2020,I,Ariocarpus hybrid,,Caryophyllales,Cactaceae,Ariocarpus,CN,CZ,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,2,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CH,DE,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CN,CZ,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CN,IT,,,11,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,HK,CZ,,,3,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,HK,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,HU,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,KR,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,SG,TH,,,187,live,Number of specimens,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,US,CZ,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,US,IT,,,3,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,US,TH,,,23,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,4,live,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CA,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CH,TH,,8,,live,Number of specimens,T,A
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CH,TH,,,8,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CN,IT,,,11,live,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,FR,TH,,,5,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,HU,TH,,,36,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,ID,TH,,,50,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,5,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,KP,JP,,,10,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,KR,JP,,10,,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,KR,TH,,,4,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,KR,TW,,5530,,live,Number of specimens,T,A
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,KR,US,,54,,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,SG,TH,,,383,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,TW,TH,,,2,live,Number of specimens,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,US,IT,,,3,live,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,US,TH,,,447,live,Number of specimens,T,D
2020,I,Ariocarpus scaphirostris,,Caryophyllales,Cactaceae,Ariocarpus,CH,DE,,,1,live,,T,D
2020,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,1,live,Number of specimens,T,D
2020,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,SG,TH,,,2,live,Number of specimens,T,D
2020,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,US,TH,,,2,live,Number of specimens,T,D
2020,I,Astrophytum spp.,,Caryophyllales,Cactaceae,Astrophytum,CH,IT,,117,,live,Number of specimens,T,A
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,AT,TH,,,1,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,AU,TH,,,26,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,BG,TH,,,102,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,BH,TH,,,156,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CA,IT,,,3,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CA,TH,,,7,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CH,DE,,,1,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CH,TH,,1,,live,Number of specimens,T,A
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CH,TH,,,1,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CZ,TH,,,200,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CZ,TH,,200,,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,DE,TH,,,153,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,DE,TH,,153,,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,FR,TH,,,3,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,HK,TH,,,1,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,HU,TH,,,2,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,ID,TH,,,6917,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,IT,TH,,,23,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,JP,TH,,11402,12740,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,KR,TH,,,73,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,MV,TH,,,6,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,MY,TH,,,3,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,NO,TH,,,3,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,PE,TH,,,2,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,PH,TH,,,10629,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,RU,TH,,,12,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,SG,TH,,,4020,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,TR,TH,,,15,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,TW,TH,,,809,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,US,TH,,,3127,live,Number of specimens,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,VN,CZ,,,1,live,,T,D
2020,I,Astrophytum hybrid,,Caryophyllales,Cactaceae,Astrophytum,IL,CZ,,,2,live,,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,PH,TH,,,4,live,Number of specimens,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,SG,TH,,,13,live,Number of specimens,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,US,DE,,,2,live,,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,US,TH,,,11,live,Number of specimens,T,D
2020,I,Cactaceae spp.,,Caryophyllales,Cactaceae,,CH,DE,,170,,live,Number of specimens,T,A
2020,I,Cactaceae spp.,,Caryophyllales,Cactaceae,,CH,NL,,782,,live,Number of specimens,T,A
2020,I,Cactaceae hybrid,,Caryophyllales,Cactaceae,,US,CZ,,,5,live,,T,D
2020,I,Discocactus bahiensis,,Caryophyllales,Cactaceae,Discocactus,KR,TH,,,2,live,Number of specimens,T,D
2020,I,Discocactus boliviensis,,Caryophyllales,Cactaceae,Discocactus,CH,NL,,2,,live,Number of specimens,T,A
2020,I,Discocactus heptacanthus,,Caryophyllales,Cactaceae,Discocactus,ID,TH,,,1,live,Number of specimens,T,D
2020,I,Discocactus heptacanthus,,Caryophyllales,Cactaceae,Discocactus,KR,TH,,,4,live,Number of specimens,T,D
2020,I,Discocactus heptacanthus,,Caryophyllales,Cactaceae,Discocactus,SG,TH,,,16,live,Number of specimens,T,D
2020,I,Discocactus heptacanthus,,Caryophyllales,Cactaceae,Discocactus,US,TH,,,4,live,Number of specimens,T,D
2020,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,HK,TH,,,2,live,Number of specimens,T,D
2020,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,JP,TH,,250,250,live,Number of specimens,T,D
2020,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,KR,TH,,,94,live,Number of specimens,T,D
2020,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,SG,TH,,,12,live,Number of specimens,T,D
2020,I,Discocactus horstii,,Caryophyllales,Cactaceae,Discocactus,US,TH,,,22,live,Number of specimens,T,D
2020,I,Discocactus placentiformis,,Caryophyllales,Cactaceae,Discocactus,KR,TH,,,2,live,Number of specimens,T,D
2020,I,Discocactus placentiformis,,Caryophyllales,Cactaceae,Discocactus,KR,US,,157,,live,Number of specimens,T,D
2020,I,Discocactus placentiformis,,Caryophyllales,Cactaceae,Discocactus,SG,TH,,,3,live,Number of specimens,T,D
2020,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,KR,TH,,,13,live,Number of specimens,T,D
2020,I,Discocactus zehntneri,,Caryophyllales,Cactaceae,Discocactus,US,TH,,,1,live,Number of specimens,T,D
2020,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,CH,DE,,1,,live,Number of specimens,T,A
2020,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,CH,DE,,,1,live,,T,D
2020,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,TH,DE,,,100,live,,T,D
2020,I,Escobaria sneedii,,Caryophyllales,Cactaceae,Escobaria,TH,IT,,105,,live,Number of specimens,T,D
2020,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,SG,TH,,,2,live,Number of specimens,T,D
2020,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,US,DE,,,1,live,,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,CH,TH,,5,,live,Number of specimens,T,A
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,CH,TH,,,5,live,Number of specimens,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,ID,TH,,,1,live,Number of specimens,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,KR,TH,,,47,live,Number of specimens,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,PH,TH,,,14,live,Number of specimens,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,SG,TH,,,25,live,Number of specimens,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,TW,TH,,,50,live,Number of specimens,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,US,TH,,,36,live,Number of specimens,T,D
2020,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,CH,DE,,1,,live,Number of specimens,T,A
2020,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,CH,DE,,,1,live,,T,D
2020,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,TH,DE,,,50,live,,T,D
2020,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,SG,TH,,,1,live,Number of specimens,T,D
2020,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,IT,,,3,live,,T,D
2020,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,TH,,,2,live,Number of specimens,T,D
2020,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,KR,TH,,,89,live,Number of specimens,T,D
2020,I,Turbinicarpus alonsoi,,Caryophyllales,Cactaceae,Turbinicarpus,SG,TH,,,8,live,Number of specimens,T,D
2020,I,Turbinicarpus alonsoi,,Caryophyllales,Cactaceae,Turbinicarpus,US,TH,,,5,live,Number of specimens,T,D
2020,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,SG,TH,,,2,live,Number of specimens,T,D
2020,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,US,TH,,,1,live,Number of specimens,T,D
2020,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,KP,JP,,,10,live,Number of specimens,T,A
2020,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,KR,JP,,10,,live,Number of specimens,T,A
2020,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,KR,TH,,,321,live,Number of specimens,T,D
2020,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,KR,TH,,,2,live,Number of specimens,T,D
2020,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,SG,TH,,,2,live,Number of specimens,T,D
2020,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Turbinicarpus viereckii,,Caryophyllales,Cactaceae,Turbinicarpus,TH,IT,,250,,live,Number of specimens,T,D
2020,I,Turbinicarpus viereckii,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Uebelmannia buiningii,,Caryophyllales,Cactaceae,Uebelmannia,US,CZ,,,2,live,,T,D
2020,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,KR,US,,148,,live,Number of specimens,T,D
2020,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,SG,TH,,,2,live,Number of specimens,T,D
2020,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,TW,TH,,,1,live,Number of specimens,T,D
2020,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,US,CZ,,,2,live,,T,D
2020,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,DE,,2,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,DE,,1,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,,,3,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,ZA,CZ,,,2,live,,T,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,AE,CZ,DE,,1,live,,T,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,AT,CH,,,1,live,Number of specimens,T,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,DE,,4,live,,T,C
2020,I,Caloenas nicobarica,Aves,Columbiformes,Columbidae,Caloenas,KW,BH,,,24,live,Number of specimens,T,C
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,TH,,1000,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,278419.55,320,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,VN,,600,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,TH,,1200,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,TH,,3125,,meat,kg,T,D
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,CL,CZ,,5,5,live,,T,C
2020,I,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,NL,,12,,live,Number of specimens,T,A
2020,I,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,JP,TH,,8,,live,Number of specimens,T,D
2020,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,TH,,,1,live,Number of specimens,T,D
2020,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,SG,TH,,,3,live,Number of specimens,T,D
2020,I,Euphorbia capsaintemariensis,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,TH,,,1,live,Number of specimens,T,D
2020,I,Euphorbia capsaintemariensis,,Euphorbiales,Euphorbiaceae,Euphorbia,SG,TH,,,1,live,Number of specimens,T,D
2020,I,Euphorbia cremersii,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,TH,,,1,live,Number of specimens,T,D
2020,I,Euphorbia cremersii,,Euphorbiales,Euphorbiaceae,Euphorbia,SG,TH,,,8,live,Number of specimens,T,D
2020,I,Euphorbia cylindrifolia,,Euphorbiales,Euphorbiaceae,Euphorbia,KR,US,,109,,live,Number of specimens,T,D
2020,I,Euphorbia francoisii,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,DE,,1,,live,Number of specimens,T,A
2020,I,Euphorbia francoisii,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,DE,,,1,live,,T,D
2020,I,Euphorbia francoisii,,Euphorbiales,Euphorbiaceae,Euphorbia,FR,TH,,,12,live,Number of specimens,T,D
